place_id,place_name,category,city,state,latitude,longitude,rating,review_count,price_range,indoor_outdoor,crowd_level,opening_hours,wheelchair_accessible,ramp_available,accessible_washroom,elevator_available,accessible_parking,visually_impaired_support,hearing_impaired_support,family_friendly,pet_friendly,public_transport_access,accessibility_score,distance_from_metro_km,distance_from_bus_stop_km,wifi_available,air_conditioned,study_friendly,work_friendly,group_friendly,senior_citizen_friendly,children_friendly,safety_score,cleanliness_score,service_score,ambience_score,tags,user_id,user_age_group,user_budget_preference,user_preferred_category,user_accessibility_need,interaction_type,user_rating_given,visit_frequency,time_spent_minutes,would_revisit,timestamp
PL0141,Carnatic Cafe - Chennai,Restaurant,Chennai,Tamil Nadu,13.106961,80.374284,2.9,4722,Moderate,Outdoor,High,10:00 AM - 11:00 PM,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,4.8,3.51,2.17,Yes,Yes,No,Yes,Yes,Yes,Yes,6.8,7.7,7.7,6.2,vegetarian|fine dining|premium|quick bites|wheelchair friendly|accessible washroom|senior friendly,U0141,18-24,Budget,Restaurant,Wheelchair User,rated,4,first_time,86,yes,1/23/2024 8:39
PL0142,The Bombay Canteen - Kolkata,Restaurant,Kolkata,West Bengal,22.534304,88.276676,2.6,7246,Budget,Both,Medium,7:00 AM - 11:00 PM,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5.5,0.8,1.32,No,Yes,Yes,No,No,Yes,No,6.4,7.8,7.9,6.9,live music|north indian|premium|vegetarian|wheelchair friendly|accessible washroom|near metro,U0142,35-44,Moderate,Restaurant,Family with Kids,visited,4.7,occasional,48,yes,6/25/2023 16:14
PL0143,Mainland China - Ahmedabad,Restaurant,Ahmedabad,Gujarat,23.035458,72.523482,4.7,266,Moderate,Indoor,Medium,10:00 AM - 6:00 PM,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,6.4,3.14,1.89,Yes,Yes,No,No,Yes,Yes,Yes,7.5,7.3,8.7,8.2,buffet|group friendly|family outing|north indian|wheelchair friendly|accessible washroom|near metro,U0143,18-24,Budget,Restaurant,Wheelchair User,clicked,,,9,,1/19/2024 15:40
PL0144,Copper Chimney - Jaipur,Restaurant,Jaipur,Rajasthan,26.931644,75.757107,2.3,3189,Moderate,Both,High,9:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,8.3,0.5,0.45,No,No,No,Yes,Yes,No,Yes,6.4,8.2,6.6,6.4,north indian|group friendly|quick bites|date night|wheelchair friendly|accessible washroom|near metro,U0144,25-34,Moderate,Restaurant,Hearing Impaired,viewed,,,5,,1/1/2023 22:28
PL0145,Copper Chimney - Delhi,Restaurant,Delhi,Delhi,28.587714,77.125565,4.5,3976,Moderate,Indoor,Low,9:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,No,No,No,No,No,No,6.7,2.87,2.89,Yes,No,No,Yes,Yes,No,Yes,7,8.3,8.4,7.1,vegetarian|date night|buffet|rooftop|wheelchair friendly|accessible washroom,U0145,55+,Budget,Community Center,Family with Kids,viewed,,,5,,6/17/2023 21:20
PL0146,Indian Accent - Noida,Restaurant,Noida,Uttar Pradesh,28.58642,77.291843,3.3,6888,Moderate,Outdoor,High,9:00 AM - 6:00 PM,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,5.3,4.5,0.68,No,Yes,No,Yes,Yes,Yes,Yes,6.3,6.9,7.7,7.3,quick bites|live music|fine dining|premium|wheelchair friendly|accessible washroom|near metro,U0146,18-24,Moderate,Restaurant,None,rated,4.4,first_time,64,yes,1/2/2024 13:18
PL0147,Peter Cat - Ghaziabad,Restaurant,Ghaziabad,Uttar Pradesh,28.690585,77.391718,3.8,812,Moderate,Indoor,Low,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,9,0.43,2.71,Yes,Yes,No,No,Yes,Yes,Yes,7.6,8.6,8.1,7.9,budget friendly|rooftop|fine dining|group friendly|wheelchair friendly|accessible washroom|near metro,U0147,25-34,Budget,Restaurant,None,viewed,,,5,,11/2/2023 11:24
PL0148,Swagath Restaurant - Gurugram,Restaurant,Gurugram,Haryana,28.424004,76.969761,3.5,1258,Moderate,Both,High,10:00 AM - 6:00 PM,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,6.5,2.35,0.46,No,Yes,No,No,Yes,Yes,Yes,7,7,7.8,7.8,quick bites|family outing|rooftop|premium|wheelchair friendly|accessible washroom|near metro,U0148,45-54,Moderate,Park,None,saved,,,3,,5/4/2024 21:18
PL0149,Arsalan - Mumbai,Restaurant,Mumbai,Maharashtra,18.9858,72.880602,3.1,6817,Moderate,Outdoor,Medium,6:00 AM - 8:00 PM,No,No,No,Yes,Yes,No,No,Yes,No,No,2.4,4.55,2.76,Yes,Yes,Yes,Yes,Yes,Yes,No,5.7,6.7,7.6,8,family outing|live music|date night|north indian|senior friendly,U0149,25-34,Premium,Tourist Attraction,None,clicked,,,5,,1/31/2024 20:47
PL0150,Dakshin - Pune,Restaurant,Pune,Maharashtra,18.504851,73.927253,2.8,1805,Moderate,Outdoor,Medium,9:00 AM - 9:00 PM,No,No,No,No,No,No,Yes,Yes,No,No,0.7,3.11,1.28,No,Yes,No,No,Yes,No,Yes,6,6.6,7.8,8.1,quick bites|family outing|north indian|live music,U0150,35-44,Premium,Community Center,Wheelchair User,viewed,,,3,,7/23/2024 19:24
PL0151,Spice Route - Bengaluru,Restaurant,Bengaluru,Karnataka,13.022472,77.629436,2.9,9994,Moderate,Indoor,Low,24 Hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,6.6,4.94,2.61,No,Yes,Yes,Yes,Yes,Yes,Yes,6.8,7.6,6.9,7.1,north indian|fine dining|budget friendly|rooftop|wheelchair friendly|accessible washroom|senior friendly,U0151,35-44,Moderate,Restaurant,Hearing Impaired,visited,5,first_time,50,yes,9/28/2024 11:36
PL0152,Buhari Hotel - Hyderabad,Restaurant,Hyderabad,Telangana,17.473178,78.43828,2.9,7388,Premium,Indoor,High,9:00 AM - 9:00 PM,No,No,No,No,No,No,No,Yes,No,No,0.2,4.69,2.15,No,Yes,No,No,Yes,No,Yes,5.4,6.4,6.5,7.2,date night|buffet|quick bites|budget friendly,U0152,45-54,Budget,Mall,Family with Kids,viewed,,,2,,12/25/2024 22:51
PL0153,Indian Accent - Chennai,Restaurant,Chennai,Tamil Nadu,13.045098,80.177844,3,1224,Moderate,Both,Low,9:00 AM - 9:00 PM,Yes,No,No,Yes,No,No,No,Yes,No,No,3.9,1.44,1.98,Yes,Yes,No,No,Yes,Yes,Yes,6.1,7,7.7,7,family outing|group friendly|vegetarian|rooftop|wheelchair friendly|senior friendly,U0153,55+,Moderate,Community Center,None,viewed,,,5,,12/5/2023 13:00
PL0154,Oh! Calcutta - Kolkata,Restaurant,Kolkata,West Bengal,22.670538,88.390847,3.1,8778,Moderate,Both,High,9:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,7.7,1.93,0.19,Yes,Yes,No,Yes,Yes,Yes,Yes,6.8,7.8,7.3,6.6,live music|premium|north indian|fine dining|wheelchair friendly|accessible washroom|senior friendly,U0154,45-54,Premium,Cinema,Elderly,visited,5,first_time,33,yes,2/20/2023 14:07
PL0155,Logix City Centre - Ahmedabad,Mall,Ahmedabad,Gujarat,23.074741,72.670801,2.5,286,Premium,Indoor,Medium,8:00 AM - 10:00 PM,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,6.6,2.74,1.33,No,Yes,No,No,Yes,Yes,Yes,6.7,7.2,6.3,6.9,multiplex|family outing|parking available|accessible washroom|wheelchair friendly|near metro|senior friendly,U0155,35-44,Premium,Mall,None,rated,4,first_time,136,no,3/25/2023 12:59
PL0156,Growel's 101 Mall - Jaipur,Mall,Jaipur,Rajasthan,26.861361,75.876608,3.2,5036,Premium,Indoor,Low,24 Hours,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,7.2,0.44,1.79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.3,7.7,7,6.1,kids zone|near metro|family outing|parking available|wheelchair friendly|accessible washroom|senior friendly,U0156,45-54,Budget,Mall,Hearing Impaired,viewed,,,5,,4/24/2023 13:32
PL0157,Growel's 101 Mall - Delhi,Mall,Delhi,Delhi,28.678484,77.253853,3.1,2760,Moderate,Outdoor,Medium,9:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,8.3,3.02,2.75,Yes,Yes,No,No,Yes,Yes,Yes,8.3,7.8,7.8,7.5,near metro|wheelchair friendly|family outing|accessible washroom|senior friendly,U0157,35-44,Premium,Mall,Elderly,visited,5,frequent,156,yes,10/2/2023 20:59
PL0158,Growel's 101 Mall - Noida,Mall,Noida,Uttar Pradesh,28.484027,77.448803,2,9099,Moderate,Outdoor,High,10:00 AM - 8:00 PM,Yes,Yes,No,Yes,No,No,No,No,No,Yes,5.5,1.84,2.1,Yes,Yes,No,No,Yes,Yes,Yes,6.7,8.6,6.3,6.3,branded stores|air conditioned|multiplex|premium|wheelchair friendly|near metro|senior friendly,U0158,55+,Premium,Community Center,Wheelchair User,clicked,,,7,,6/14/2024 8:31
PL0159,Pacific Mall - Ghaziabad,Mall,Ghaziabad,Uttar Pradesh,28.582418,77.341938,4.4,5689,Premium,Indoor,Low,8:00 AM - 8:00 PM,Yes,No,Yes,Yes,No,No,Yes,No,No,No,6.2,2.22,0.85,No,Yes,No,Yes,Yes,Yes,Yes,6.4,7.7,7.5,8,parking available|accessible washroom|shopping|near metro|wheelchair friendly|senior friendly,U0159,35-44,Premium,Mall,Hearing Impaired,visited,5,occasional,126,no,7/9/2024 8:10
PL0160,Pacific Mall - Gurugram,Mall,Gurugram,Haryana,28.526803,77.016192,4.6,7138,Premium,Indoor,High,11:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,8,1.09,1.58,No,Yes,No,No,Yes,No,Yes,8.4,8.1,7.5,9,food court|air conditioned|parking available|family outing|wheelchair friendly|accessible washroom|near metro,U0160,18-24,Premium,Coworking Space,Wheelchair User,rated,5,frequent,159,yes,3/11/2023 17:04
PL0161,Ambience Mall - Mumbai,Mall,Mumbai,Maharashtra,18.973492,72.916412,2.5,6242,Budget,Indoor,Medium,8:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,7.9,0.86,1.77,Yes,Yes,No,No,Yes,Yes,Yes,7.1,7.9,7.3,6.6,family outing|kids zone|air conditioned|branded stores|wheelchair friendly|accessible washroom|near metro,U0161,55+,Premium,Mall,None,clicked,,,3,,12/20/2024 21:14
PL0162,Seawoods Grand Central - Pune,Mall,Pune,Maharashtra,18.605398,73.862385,4.4,4225,Moderate,Indoor,Low,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,8.9,1.83,1.59,Yes,Yes,No,No,Yes,Yes,Yes,7.9,8.5,7.6,7.8,food court|multiplex|kids zone|branded stores|wheelchair friendly|accessible washroom|near metro,U0162,55+,Moderate,Tourist Attraction,Wheelchair User,clicked,,,7,,4/5/2023 9:05
PL0163,South City Mall - Bengaluru,Mall,Bengaluru,Karnataka,13.090279,77.523639,4.4,9301,Premium,Both,Low,8:00 AM - 10:00 PM,Yes,Yes,No,No,No,No,No,Yes,No,No,4.1,4.53,0.68,Yes,Yes,No,No,Yes,Yes,Yes,6.7,6.9,8,7.9,multiplex|near metro|food court|kids zone|wheelchair friendly|senior friendly,U0163,18-24,Budget,Mall,Wheelchair User,viewed,,,4,,10/2/2023 16:42
PL0164,Elante Mall - Hyderabad,Mall,Hyderabad,Telangana,17.332026,78.447784,4.3,1729,Premium,Both,Medium,8:00 AM - 8:00 PM,No,No,No,Yes,No,No,No,No,No,Yes,1.5,1.99,1.91,Yes,Yes,No,No,Yes,Yes,Yes,5.9,6.2,8.3,7.9,kids zone|shopping|premium|parking available|near metro|senior friendly,U0164,35-44,Budget,Mall,Elderly,rated,5,frequent,130,yes,2/15/2023 11:52
PL0165,Elante Mall - Chennai,Mall,Chennai,Tamil Nadu,13.132115,80.150994,3.6,4731,Moderate,Outdoor,Medium,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,8.7,1.71,1.06,Yes,Yes,No,No,Yes,Yes,Yes,7.5,7.6,8.4,7.6,shopping|food court|kids zone|branded stores|wheelchair friendly|accessible washroom|near metro,U0165,18-24,Moderate,Tourist Attraction,None,visited,5,first_time,114,yes,11/11/2024 9:47
PL0166,Growel's 101 Mall - Kolkata,Mall,Kolkata,West Bengal,22.637785,88.451218,4.3,1132,Premium,Both,High,6:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9,3.8,2.99,Yes,Yes,No,No,Yes,Yes,Yes,7.4,8.7,8.6,8.3,food court|accessible washroom|family outing|air conditioned|wheelchair friendly|senior friendly,U0166,45-54,Premium,Mall,None,saved,,,7,,4/29/2024 11:02
PL0167,Forum Mall - Ahmedabad,Mall,Ahmedabad,Gujarat,23.073664,72.605241,2.5,3176,Moderate,Both,Medium,24 Hours,No,No,No,Yes,No,No,No,Yes,No,Yes,1.5,2.87,2.99,Yes,Yes,No,No,Yes,Yes,Yes,5.3,5.9,6.7,5.9,accessible washroom|kids zone|branded stores|parking available|near metro|senior friendly,U0167,55+,Moderate,Mall,Wheelchair User,clicked,,,9,,11/27/2024 21:07
PL0168,Select Citywalk - Jaipur,Mall,Jaipur,Rajasthan,26.955395,75.734099,4.6,2132,Premium,Both,High,8:00 AM - 10:00 PM,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,7.8,1.55,0.37,Yes,Yes,No,No,Yes,Yes,Yes,7.3,8.1,8.7,7.9,branded stores|multiplex|premium|wheelchair friendly|accessible washroom|near metro|senior friendly,U0168,55+,Moderate,Shopping Center,None,viewed,,,3,,7/2/2024 8:03
PL0169,Forum Mall - Delhi,Mall,Delhi,Delhi,28.570538,77.223881,2.8,4185,Premium,Outdoor,Medium,8:00 AM - 8:00 PM,Yes,Yes,No,Yes,No,No,No,Yes,No,No,5.5,4.77,2.48,Yes,Yes,No,No,Yes,Yes,Yes,6.5,8.2,6.7,6.6,kids zone|parking available|multiplex|accessible washroom|wheelchair friendly|senior friendly,U0169,25-34,Premium,Mall,Visually Impaired,rated,4.3,first_time,164,yes,3/21/2023 10:00
PL0170,Seawoods Grand Central - Noida,Mall,Noida,Uttar Pradesh,28.49609,77.378349,3.1,5920,Premium,Indoor,Low,10:00 AM - 8:00 PM,No,No,No,Yes,No,No,No,Yes,No,Yes,1.2,2.32,2.94,Yes,Yes,No,No,Yes,Yes,Yes,5.2,6.5,6.5,7.3,accessible washroom|family outing|parking available|premium|near metro|senior friendly,U0170,18-24,Budget,Museum,None,rated,3.9,first_time,124,no,5/9/2023 20:10
PL0171,Logix City Centre - Ghaziabad,Mall,Ghaziabad,Uttar Pradesh,28.669137,77.421054,3.3,1764,Premium,Outdoor,Medium,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,8.9,0.65,1.96,Yes,Yes,No,No,Yes,Yes,Yes,7.5,9,8.3,7.8,family outing|shopping|kids zone|food court|wheelchair friendly|accessible washroom|near metro,U0171,45-54,Budget,Mall,Wheelchair User,clicked,,,4,,5/22/2024 17:04
PL0172,Elante Mall - Gurugram,Mall,Gurugram,Haryana,28.441145,77.018727,3.3,9333,Moderate,Both,Low,9:00 AM - 6:00 PM,No,Yes,No,Yes,Yes,No,No,No,No,Yes,3.7,1.88,1.25,No,Yes,No,No,Yes,Yes,Yes,6.4,7.6,7.9,7.7,kids zone|family outing|shopping|premium|near metro|senior friendly,U0172,45-54,Premium,Mall,Wheelchair User,viewed,,,3,,6/20/2024 16:43
PL0173,Mantra Mall - Mumbai,Mall,Mumbai,Maharashtra,19.107419,72.857473,3,6097,Premium,Indoor,Medium,7:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,No,No,No,No,No,No,7.1,2.27,1.11,No,Yes,No,No,Yes,No,Yes,7.6,8,7.6,6.9,food court|wheelchair friendly|accessible washroom|branded stores,U0173,35-44,Moderate,Library,None,visited,5,occasional,120,yes,11/24/2023 10:25
PL0174,Elante Mall - Pune,Mall,Pune,Maharashtra,18.586655,73.96711,2.8,2206,Moderate,Outdoor,High,11:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,7.9,3.07,0.56,No,Yes,No,No,Yes,Yes,Yes,6.9,7.9,6.6,7.2,branded stores|food court|wheelchair friendly|air conditioned|accessible washroom|senior friendly,U0174,18-24,Budget,Tourist Attraction,Family with Kids,rated,5,first_time,142,yes,11/27/2024 18:42
PL0175,Select Citywalk - Bengaluru,Mall,Bengaluru,Karnataka,12.91452,77.710299,2.6,9531,Premium,Indoor,High,10:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10,4.17,2.49,No,Yes,No,No,No,Yes,Yes,7.9,8.1,6.2,7.5,air conditioned|wheelchair friendly|near metro|multiplex|accessible washroom|senior friendly,U0175,55+,Budget,Mall,None,saved,,,4,,1/5/2024 8:44
PL0176,Phoenix Marketcity - Hyderabad,Mall,Hyderabad,Telangana,17.407105,78.568483,2.2,3158,Budget,Both,Medium,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,6.9,3.88,2.96,No,Yes,Yes,No,Yes,Yes,Yes,6.1,7.8,7.3,6.4,parking available|shopping|accessible washroom|air conditioned|wheelchair friendly|near metro|senior friendly,U0176,45-54,Budget,Mall,None,clicked,,,5,,10/25/2023 9:16
PL0177,Select Citywalk - Chennai,Mall,Chennai,Tamil Nadu,12.97822,80.29166,4.5,6615,Moderate,Outdoor,Medium,11:00 AM - 11:00 PM,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,6.7,3.42,0.76,No,No,No,No,Yes,Yes,Yes,6.8,7,8.1,8.5,air conditioned|multiplex|accessible washroom|premium|wheelchair friendly|near metro|senior friendly,U0177,35-44,Moderate,Mall,Elderly,viewed,,,5,,3/17/2024 12:52
PL0178,Elante Mall - Kolkata,Mall,Kolkata,West Bengal,22.541923,88.371772,3.8,294,Moderate,Outdoor,Low,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,6.8,4.82,0.46,No,Yes,No,No,No,No,Yes,7,7.7,8.1,8.1,accessible washroom|family outing|food court|kids zone|wheelchair friendly,U0178,35-44,Premium,Mall,None,visited,4.9,first_time,75,yes,2/1/2023 15:17
PL0179,Seawoods Grand Central - Ahmedabad,Mall,Ahmedabad,Gujarat,23.038064,72.478013,3.6,5134,Premium,Outdoor,High,8:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,7.1,3.96,1.79,Yes,Yes,No,No,Yes,Yes,No,6.6,7.8,7.9,7.5,wheelchair friendly|parking available|premium|accessible washroom|near metro|senior friendly,U0179,35-44,Budget,Mall,Elderly,saved,,,4,,6/2/2023 18:06
PL0180,Nexus Ahmedabad One - Jaipur,Mall,Jaipur,Rajasthan,27.000907,75.704103,4.5,9139,Moderate,Both,Low,10:00 AM - 11:00 PM,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,6.8,4.22,2.54,No,Yes,No,No,Yes,No,Yes,6.6,9.3,7.6,8,parking available|kids zone|air conditioned|accessible washroom|wheelchair friendly|near metro,U0180,18-24,Budget,Mall,None,saved,,,4,,9/4/2024 18:11
PL0181,Logix City Centre - Delhi,Mall,Delhi,Delhi,28.555647,77.246544,4.8,9610,Moderate,Outdoor,High,8:00 AM - 8:00 PM,No,No,Yes,Yes,Yes,No,No,Yes,No,No,4.3,3.99,0.95,Yes,Yes,Yes,No,Yes,Yes,Yes,6.5,7.3,9.8,8.8,air conditioned|multiplex|food court|near metro|accessible washroom|senior friendly,U0181,35-44,Premium,Mall,None,viewed,,,5,,10/17/2023 17:03
PL0182,Nexus Ahmedabad One - Noida,Mall,Noida,Uttar Pradesh,28.602764,77.461581,3.9,1099,Premium,Outdoor,High,24 Hours,No,Yes,Yes,Yes,No,No,No,Yes,No,No,4.5,4.46,0.7,No,Yes,No,No,No,Yes,Yes,6.8,7.1,7.4,7.3,multiplex|parking available|kids zone|branded stores|accessible washroom|senior friendly,U0182,35-44,Premium,Park,Visually Impaired,clicked,,,8,,1/4/2024 19:19
PL0183,Growel's 101 Mall - Ghaziabad,Mall,Ghaziabad,Uttar Pradesh,28.773221,77.340658,3.3,2552,Moderate,Outdoor,Medium,7:00 AM - 9:00 PM,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,4.2,0.61,0.8,Yes,Yes,No,No,Yes,Yes,Yes,6.8,7.7,7.1,6.8,air conditioned|food court|premium|wheelchair friendly|accessible washroom|near metro|senior friendly,U0183,45-54,Premium,Mall,Visually Impaired,saved,,,2,,10/19/2023 12:10
PL0184,Inorbit Mall - Gurugram,Mall,Gurugram,Haryana,28.48425,77.103275,2.2,9646,Moderate,Outdoor,Low,8:00 AM - 8:00 PM,Yes,No,Yes,Yes,No,No,No,No,No,Yes,5.4,1.63,0.86,Yes,Yes,No,No,Yes,No,Yes,6.9,6.8,7.2,6,premium|air conditioned|parking available|branded stores|wheelchair friendly|accessible washroom|near metro,U0184,35-44,Premium,Mall,Wheelchair User,visited,4.3,first_time,102,yes,7/1/2023 13:43
PL0185,Pacific Mall - Mumbai,Mall,Mumbai,Maharashtra,19.076294,72.933851,3.3,2257,Moderate,Outdoor,Low,6:00 AM - 8:00 PM,No,No,No,Yes,No,No,Yes,Yes,No,No,2.6,4.54,2.65,No,Yes,No,No,Yes,Yes,Yes,6,6.5,7.2,7.4,multiplex|parking available|premium|near metro|senior friendly,U0185,45-54,Premium,Sports Complex,None,clicked,,,5,,12/22/2023 17:32
PL0186,Orion Mall - Pune,Mall,Pune,Maharashtra,18.465002,73.793679,4.7,4145,Moderate,Indoor,Low,9:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,6.9,3.02,2.46,No,Yes,No,No,Yes,Yes,Yes,7,8.2,8.1,8.2,shopping|kids zone|premium|air conditioned|wheelchair friendly|accessible washroom|near metro,U0186,55+,Budget,Bookstore,None,clicked,,,3,,4/24/2024 10:56
PL0187,Nexus Ahmedabad One - Bengaluru,Mall,Bengaluru,Karnataka,13.077417,77.528715,3.3,3005,Moderate,Both,High,10:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,7.9,4.22,2.53,Yes,Yes,No,No,Yes,Yes,Yes,6.8,8,7.1,6.8,near metro|kids zone|shopping|branded stores|wheelchair friendly|accessible washroom|senior friendly,U0187,35-44,Moderate,Bookstore,None,viewed,,,4,,3/24/2024 18:51
PL0188,Nexus One Mall - Hyderabad,Mall,Hyderabad,Telangana,17.316699,78.54422,3.4,7118,Moderate,Outdoor,Low,10:00 AM - 8:00 PM,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,5.7,4.41,2.4,Yes,Yes,No,No,Yes,Yes,Yes,6.7,6.8,7,8.3,shopping|premium|branded stores|food court|accessible washroom|near metro|senior friendly,U0188,25-34,Moderate,Mall,None,viewed,,,3,,11/28/2024 17:39
PL0189,Orion Mall - Chennai,Mall,Chennai,Tamil Nadu,13.130674,80.292908,3.3,4080,Moderate,Both,Medium,10:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,7.2,4.26,1.73,Yes,Yes,No,No,Yes,Yes,Yes,7.4,6.5,7.9,6.8,air conditioned|branded stores|multiplex|food court|wheelchair friendly|accessible washroom|near metro,U0189,25-34,Premium,Mall,Hearing Impaired,clicked,,,4,,1/4/2024 8:39
PL0190,Phoenix Marketcity - Kolkata,Mall,Kolkata,West Bengal,22.460578,88.258334,2.5,6337,Moderate,Outdoor,Low,11:00 AM - 11:00 PM,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,6.3,3.5,2.03,No,Yes,Yes,No,Yes,Yes,Yes,6.6,7.6,6.6,6.5,air conditioned|premium|near metro|accessible washroom|wheelchair friendly|senior friendly,U0190,45-54,Moderate,Mall,Elderly,viewed,,,2,,3/9/2023 9:25
PL0191,VR Mall - Ahmedabad,Mall,Ahmedabad,Gujarat,23.058173,72.662888,3,1105,Budget,Outdoor,Low,10:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,8.9,1.96,1.02,No,Yes,No,No,Yes,Yes,Yes,7.4,8.5,7.4,7.7,shopping|family outing|parking available|multiplex|wheelchair friendly|accessible washroom|near metro,U0191,35-44,Moderate,Mall,Family with Kids,viewed,,,4,,6/25/2024 12:32
PL0192,Viviana Mall - Jaipur,Mall,Jaipur,Rajasthan,26.990651,75.70358,3.2,6122,Moderate,Indoor,Low,10:00 AM - 6:00 PM,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,7.4,3.67,0.73,No,Yes,No,No,Yes,No,Yes,6.9,8.1,6.3,7.5,wheelchair friendly|premium|parking available|air conditioned,U0192,55+,Budget,Shopping Center,None,visited,5,first_time,62,yes,9/8/2023 10:58
PL0193,South City Mall - Delhi,Mall,Delhi,Delhi,28.571187,77.244809,4.4,6624,Premium,Indoor,Medium,10:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,8.9,2.31,0.99,Yes,Yes,No,No,Yes,Yes,No,7.1,8,8,8,family outing|near metro|kids zone|accessible washroom|wheelchair friendly|senior friendly,U0193,25-34,Premium,Bookstore,Wheelchair User,viewed,,,1,,1/12/2024 22:19
PL0194,VR Mall - Noida,Mall,Noida,Uttar Pradesh,28.472283,77.338901,4.4,8928,Budget,Indoor,Low,8:00 AM - 10:00 PM,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,7.3,4.35,0.41,No,Yes,No,No,Yes,Yes,Yes,6.2,7.2,7.7,8,multiplex|accessible washroom|branded stores|kids zone|wheelchair friendly|near metro|senior friendly,U0194,25-34,Moderate,Mall,None,rated,5,first_time,151,yes,4/19/2023 22:25
PL0195,Seawoods Grand Central - Ghaziabad,Mall,Ghaziabad,Uttar Pradesh,28.683735,77.479991,4.6,5421,Moderate,Both,High,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,7.9,4.3,2.54,Yes,Yes,Yes,No,Yes,No,Yes,7.4,7.8,9,7.5,branded stores|accessible washroom|family outing|air conditioned|wheelchair friendly,U0195,35-44,Premium,Mall,Elderly,clicked,,,3,,8/29/2024 12:11
PL0196,Orion Mall - Gurugram,Mall,Gurugram,Haryana,28.573162,76.963951,3.9,3457,Moderate,Outdoor,Medium,10:00 AM - 11:00 PM,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5.5,4.6,0.16,No,Yes,No,No,Yes,Yes,Yes,5.9,8.1,7.8,7.9,multiplex|wheelchair friendly|family outing|air conditioned|accessible washroom|near metro|senior friendly,U0196,35-44,Premium,Mall,None,clicked,,,9,,2/21/2024 20:33
PL0197,Growel's 101 Mall - Mumbai,Mall,Mumbai,Maharashtra,18.972838,72.798568,3.2,580,Premium,Indoor,High,10:00 AM - 11:00 PM,No,No,Yes,No,Yes,No,No,Yes,No,Yes,2.3,2.6,2.54,Yes,Yes,No,No,Yes,Yes,Yes,5.7,6.1,7.9,7.7,air conditioned|premium|accessible washroom|kids zone|near metro|senior friendly,U0197,25-34,Premium,Mall,Hearing Impaired,clicked,,,4,,12/12/2024 13:33
